PhraseId,SentenceId,Phrase,Sentiment
150435,8196,A cautionary tale about the folly of superficiality that is itself endlessly superficial .,1
39362,1880,Brosnan 's finest non-Bondish performance yet fails to overcome the film 's manipulative sentimentality and annoying stereotypes .,1
9708,404,"Despite slick production values and director Roger Michell 's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours .",1
2013,77,The major problem with Windtalkers is that the bulk of the movie centers on the wrong character .,1
96203,5026,It 's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead .,1
55590,2776,Taken outside the context of the current political climate -LRB- see : terrorists are more evil than ever ! -RRB-,1
12608,542,The movie is too amateurishly square to make the most of its own ironic implications .,1
56488,2837,"Formulaic to the 51st power , more like .",1
134148,7240,Resembles a soft porn Brian De Palma pastiche .,1
104116,5490,"Skip this dreck , rent Animal House and go back to the source .",1
72383,3700,Can I admit XXX is as deep as a Petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure ?,1
1918,71,"But it has an ambition to say something about its subjects , but not a willingness .",1
56484,2836,Tends to plod .,1
22255,1000,Action - mechanical .,1
119174,6370,"While this one gets off with a good natured warning , future Lizard endeavors will need to adhere more closely to the laws of laughter",1
63069,3191,"Carrying this wafer-thin movie on his nimble shoulders , Chan wades through putrid writing , direction and timing with a smile that says , ` If I stay positive , maybe I can channel one of my greatest pictures , Drunken Master . '",1
7555,307,A well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .,1
22939,1038,"Queen of the Damned as you might have guessed , makes sorry use of Aaliyah in her one and only starring role -- she does little here but point at things that explode into flame .",1
60126,3033,"While easier to sit through than most of Jaglom 's self-conscious and gratingly irritating films , it 's still tainted by cliches , painful improbability and murky points .",1
110132,5832,I have n't seen such self-amused trash since Freddy Got Fingered .,1
32882,1540,"An ugly , revolting movie .",1
4719,180,An awkwardly contrived exercise in magic realism .,1
122573,6575,What 's really sad is to see two Academy Award winning actresses -LRB- and one Academy Award winning actor -RRB- succumb to appearing in this junk that 's TV sitcom material at best .,1
41485,1996,"Offers big , fat , dumb laughs that may make you hate yourself for giving in .",1
138563,7505,This film biggest problem ?,1
26874,1233,It is n't scary .,1
74321,3808,The film is way too full of itself ; it 's stuffy and pretentious in a give-me-an-Oscar kind of way .,1
32661,1531,At once overly old-fashioned in its sudsy plotting and heavy-handed in its effort to modernize it with encomia to diversity and tolerance .,1
19555,859,An unintentionally surreal kid 's picture ... in which actors in bad bear suits enact a sort of inter-species parody of a VH1 Behind the Music episode .,1
118898,6353,Imagine Susan Sontag falling in love with Howard Stern .,1
109301,5789,"Unfortunately , a cast of competent performers from movies , television and the theater are cast adrift in various New York City locations with no unifying rhythm or visual style .",1
37864,1801,"Never decides whether it wants to be a black comedy , drama , melodrama or some combination of the three .",1
97532,5100,Video games are more involving than this mess .,1
88833,4615,"It stars schticky Chris Rock and stolid Anthony Hopkins , who seem barely in the same movie .",1
142480,7734,A seriously bad film with seriously warped logic by writer-director Kurt Wimmer at the screenplay level .,1
128754,6925,"Every joke is repeated at least -- annoying , is n't it ?",1
147898,8048,Hip-hop prison thriller of stupefying absurdity .,1
77546,3989,Family togetherness takes a back seat to inter-family rivalry and workplace ambition ... whole subplots have no explanation or even plot relevance .,1
126329,6791,The dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .,1
49460,2421,Why would anyone cast the magnificent Jackie Chan in a movie full of stunt doubles and special effects ?,1
6221,247,Feral and uncomfortable .,1
11621,502,"The film has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo .",1
39361,1879,Why ?,1
7071,285,"Is n't as sharp as the original ... Despite some visual virtues , ` Blade II ' just does n't cut it .",1
70765,3608,"Scherfig , who has had a successful career in TV , tackles more than she can handle .",1
127563,6862,"What Madonna does here ca n't properly be called acting -- more accurately , it 's moving and it 's talking and it 's occasionally gesturing , sometimes all at once .",1
122488,6570,"That neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks .",1
132314,7134,"It 's mildly sentimental , unabashedly consumerist ... studiously inoffensive and completely disposable .",1
123062,6605,An opportunity missed .,1
77961,4012,These are textbook lives of quiet desperation .,1
136136,7357,I spied with my little eye ... a mediocre collection of cookie-cutter action scenes and occasionally inspired dialogue bits,1
89888,4678,The movie is about as deep as that sentiment .,1
155646,8519,With its parade of almost perpetually wasted characters ... Margarita feels like a hazy high that takes too long to shake .,1
27039,1243,Boasts eye-catching art direction but has a forcefully quirky tone that quickly wears out its limited welcome .,1
83495,4315,Though its atmosphere is intriguing ... the drama is finally too predictable to leave much of an impression .,2
33191,1556,A technically well-made suspenser ... but its abrupt drop in IQ points as it races to the finish line proves simply too discouraging to let slide .,2
89332,4644,"Even though it is infused with the sensibility of a video director , it does n't make for completely empty entertainment",2
34234,1609,"Watching Harris ham it up while physically and emotionally disintegrating over the course of the movie has a certain poignancy in light of his recent death , but Boyd 's film offers little else of consequence .",2
112337,5966,"Almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spirited .",2
118109,6309,The best drug addition movies are usually depressing but rewarding .,2
26343,1207,Absurdities and,2
154612,8454,"The film did n't move me one way or the other , but it was an honest effort and if you want to see a flick about telemarketers this one will due .",2
124579,6694,So verbally flatfooted and so emotionally predictable or bland that it plays like the standard made-for-TV movie .,2
104912,5542,Some stunning visuals -- and some staggeringly boring cinema .,2
46429,2258,"There 's a neat twist , subtly rendered , that could have wrapped things up at 80 minutes , but Kang tacks on three or four more endings .",2
29681,1375,Does little to elaborate the conceit of setting this blood-soaked tragedy of murderous ambition in the era of Richard Nixon .,2
40445,1934,"In -LRB- screenwriter -RRB- Charlie Kaufman 's world , truth and fiction are equally strange , and his for the taking .",2
122068,6543,"A violent initiation rite for the audience , as much as it is for Angelique , the -LRB- opening -RRB- dance guarantees Karmen 's enthronement among the cinema 's memorable women .",2
71946,3674,Please see previous answer .,2
29898,1386,The simplicity of The Way Home has few equals this side of Aesop,2
100088,5252,"Yet another movie which presumes that high school social groups are at war , let alone conscious of each other 's existence .",2
131639,7095,"In both the writing and cutting , it does not achieve the kind of dramatic unity that transports you .",2
78204,4024,"The characters are interesting and the relationship between Yosuke and Saeko is worth watching as it develops , but there 's not enough to the story to fill two hours .",2
34154,1605,` Snow Dogs ' has both .,2
149207,8119,As happily glib and vicious as its characters .,2
69528,3534,Helps to remind the First World that HIV\/AIDS is far from being yesterday 's news .,2
135144,7295,"It is n't that the picture is unfamiliar , but that it manages to find new avenues of discourse on old problems .",2
38933,1857,Those unfamiliar with Mormon traditions may find The Singles Ward occasionally bewildering .,2
56885,2862,A lot of its gags and observations reflect a woman 's point-of-view .,2
78335,4031,This film was made by and for those folks who collect the serial killer cards and are fascinated by the mere suggestion of serial killers .,2
149175,8117,This is amusing for about three minutes .,2
125472,6741,The name says it all .,2
104309,5503,"For all the complications , it 's all surprisingly predictable .",2
59757,3013,"Sean Penn , you owe Nicolas Cage an apology .",2
155246,8498,The culmination of everyone 's efforts is given life when A Selection appears in its final form -LRB- in `` Last Dance '' -RRB- .,2
31432,1471,A tasty slice of droll whimsy .,2
54536,2711,"Leading a double life in an American film only comes to no good , but not here .",2
40873,1958,Famuyiwa 's feature,2
43121,2083,It bites hard .,2
27410,1259,"About a Boy vividly recalls the Cary Grant of Room for One More , Houseboat and Father Goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .",2
131101,7065,And I expect much more from a talent as outstanding as director Bruce McCulloch .,2
125367,6737,"This engrossing , characteristically complex Tom Clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .",2
113695,6043,"I admit it , I hate to like it .",2
54925,2735,Really dumb but occasionally really funny .,2
94002,4905,"It 's a brilliant , honest performance by Nicholson , but the film is an agonizing bore except when the fantastic Kathy Bates turns up .",2
122860,6591,"Freundlich 's made -LRB- Crudup -RRB- a suburban architect , and a cipher .",2
35647,1679,"Spider-Man is in the same category as X-Men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around .",2
108959,5768,"The farcical elements seemed too pat and familiar to hold my interest , yet its diverting grim message is a good one .",2
118675,6343,"It 's harmless , diverting fluff .",2
51849,2558,A preposterously melodramatic paean to gang-member teens in Brooklyn circa 1958 .,2
155837,8531,"Even if you have no interest in the gang-infested , East-vs .",2
136246,7366,"Both flawed and delayed , Martin Scorcese 's Gangs of New York still emerges as his most vital work since GoodFellas .",2
73488,3756,"Silly , loud and goofy .",2
92766,4832,"Instead , he focuses on the anguish that can develop when one mulls leaving the familiar to traverse uncharted ground .",2
127606,6864,"A different kind of love story - one that is dark , disturbing , painful to watch , yet compelling .",2
88255,4584,"It 's better than mid-range Steven Seagal , but not as sharp as Jet Li on rollerblades .",2
11118,477,A puzzling experience .,2
92079,4793,"It has the right approach and the right opening premise , but it lacks the zest and it goes for a plot twist instead of trusting the material .",2
92692,4829,It 's clear that Mehta simply wanted to update her beloved genre for the thousands of Indians who fancy themselves too sophisticated for the cheese-laced spectacles that pack 'em in on the subcontinent .,2
28774,1334,Trades run-of-the-mill revulsion for extreme unease .,2
130853,7051,"Alas , the black-and-white archival footage of their act showcases pretty mediocre shtick .",2
149677,8148,The film 's only missteps come from the script 's insistence on providing deep emotional motivation for each and every one of Abagnale 's antics .,2
119845,6411,It 's an often-cute film but either needs more substance to fill the time or some judicious editing .,2
47310,2306,in period costume and with a bigger budget .,2
117848,6293,Neither a rousing success nor a blinding embarrassment .,2
94028,4906,cynical and serious look at teenage boys doing what they do best - being teenagers .,2
133535,7205,"The cameo-packed , M : I-2-spoofing title sequence is the funniest 5 minutes to date in this spy comedy franchise ... Then Mike Myers shows up and ruins everything .",2
90416,4706,An overwrought Taiwanese soaper about three people and their mixed-up relationship .,2
149065,8110,Visually sumptuous but intellectually stultifying .,2
147698,8037,A flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly succeeds .,2
70297,3580,Eckstraordinarily lame and Severely boring .,2
76245,3913,A charming and funny story of clashing cultures and a clashing mother\/daughter relationship .,2
104095,5489,"Kurys never shows why , of all the period 's volatile romantic lives , Sand and Musset are worth particular attention .",2
20283,903,Almost .,2
5267,209,"... only Bond can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction .",2
96829,5059,Cynics need not apply . ',2
98521,5165,"Maid in Manhattan might not look so appealing on third or fourth viewing down the road ... But as a high concept vehicle for two bright stars of the moment who can rise to fans ' lofty expectations , the movie passes inspection .",2
127865,6878,Feeling like a dope has rarely been more fun than it is in Nine Queens .,2
10276,432,Paul Bettany playing Malcolm McDowell ?,2
131256,7074,A family-friendly fantasy that ends up doing very little with its imaginative premise .,2
128763,6926,"Made-Up lampoons the moviemaking process itself , while shining a not particularly flattering spotlight on America 's skin-deep notions of pulchritude .",2
101571,5343,The camera whirls !,2
147847,8045,The dark and bittersweet twist feels strange as things turn nasty and tragic during the final third of the film .,2
110526,5857,Barrels along at the start before becoming mired in sentimentality .,2
126370,6794,Then Nadia 's birthday might not have been such a bad day after all .,2
85583,4426,The obligatory break-ups and hook-ups do n't seem to have much emotional impact on the characters .,2
65454,3316,It 's obvious -LRB- Je-Gyu is -RRB- trying for poetry ; what he gets instead has all the lyricism of a limerick scrawled in a public restroom .,2
152451,8319,There 's no clear picture of who killed Bob Crane .,2
99950,5245,"It 's not particularly subtle ... However , it still manages to build to a terrifying , if obvious , conclusion .",2
92261,4802,than ` Magnifique ' .,2
129827,6989,"The movie 's messages are quite admirable , but",2
63977,3237,"It may sound like a mere disease-of - the-week TV movie , but A Song For Martin is made infinitely more wrenching by the performances of real-life spouses Seldahl and Wollter .",2
62620,3168,If Sinise 's character had a brain his ordeal would be over in five minutes but instead the plot goes out of its way to introduce obstacles for him to stumble over .,2
113988,6060,"Few of the increasingly far-fetched events that first-time writer-director Neil Burger follows up with are terribly convincing , which is a pity , considering Barry 's terrific performance .",2
90635,4718,"the Venezuelans say things like `` si , pretty much '' and `` por favor , go home '' when talking to Americans .",2
114018,6062,How I Killed My Father is one of those art house films that makes you feel like you 're watching an iceberg melt -- only it never melts .,2
56655,2847,... the picture 's cleverness is ironically muted by the very people who are intended to make it shine .,2
82728,4273,"The movie has generic virtues , and despite a lot of involved talent , seems done by the numbers .",2
53992,2682,A crisply made movie that is no more than mildly amusing .,2
75515,3872,But it does n't need Gangs of New York .,2
10853,461,"In some ways , Lagaan is quintessential Bollywood .",2
73300,3744,"It ca n't escape its past , and it does n't want to .",2
93942,4902,"As the princess , Sorvino glides gracefully from male persona to female without missing a beat .",3
81391,4195,Strangely comes off as a kingdom more mild than wild .,3
147943,8052,"By and large this is Mr. Kilmer 's movie , and it 's his strongest performance since The Doors .",3
134986,7286,"For decades we 've marveled at Disney 's rendering of water , snow , flames and shadows in a hand-drawn animated world .",3
149902,8163,"By turns pretentious , fascinating , ludicrous , provocative and vainglorious .",3
77400,3982,"The story line may be 127 years old , but El Crimen del Padre Amaro ... could n't be more timely in its despairing vision of corruption within the Catholic establishment .",3
85509,4422,"Angel presents events partly from the perspective of Aurelie and Christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .",3
107781,5698,Drumline ably captures the complicated relationships in a marching band .,3
139455,7563,This story still seems timely and important .,3
56597,2843,"Originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller .",3
95422,4984,A film that will enthrall the whole family .,3
133482,7202,"Buy is an accomplished actress , and this is a big , juicy role .",3
53173,2638,"It 's an ambitious film , and as with all ambitious films , it has some problems .",3
2218,84,"Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening .",3
103827,5474,"The filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story .",3
2394,92,"... it 's as comprehensible as any Dummies guide , something even non-techies can enjoy .",3
149372,8128,Best enjoyed as a work of fiction inspired by real-life events .,3
27024,1242,"A touching , small-scale story of family responsibility and care in the community .",3
14939,642,"Enough may pander to our basest desires for payback , but unlike many revenge fantasies , it ultimately delivers .",3
15980,686,"It takes you somewhere you 're not likely to have seen before , but beneath the exotic surface -LRB- and exotic dancing -RRB- it 's surprisingly old-fashioned .",3
127852,6877,"Even when it drags , we are forced to reflect that its visual imagination is breathtaking",3
1569,59,"Claude Chabrol 's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .",3
122912,6594,"The sentimental script has problems , but the actors pick up the slack .",3
96600,5046,"Director Paul Cox 's unorthodox , abstract approach to visualizing Nijinsky 's diaries is both stimulating and demanding .",3
114997,6125,What `` Empire '' lacks in depth it makes up for with its heart .,3
94383,4926,"The movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing .",3
41175,1974,"It 's nice to see Piscopo again after all these years , and Chaykin and Headly are priceless .",3
127511,6860,"It 's not like having a real film of Nijinsky , but at least it 's better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered .",3
58198,2933,"Moretti ... is the rare common-man artist who 's wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness .",3
103688,5469,"J. Lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : She 's a pretty woman , but she 's no working girl .",3
4164,157,Has the rare capability to soothe and break your heart with a single stroke .,3
32030,1499,"Yes , soar .",3
